symbol,session_date,open,high,low,close,adj_close,volume,dividend,split_ratio,source
SOXL,2011-01-03,0.85000002384186,0.87999999523163,0.83999997377396,0.85000002384186,0.85000002384186,11647862,0,1,investing
SOXL,2011-01-04,0.86000001430511,0.87000000476837,0.82999998331070,0.85000002384186,0.85000002384186,10096330,0,1,investing
SOXL,2011-01-05,0.83999997377396,0.87000000476837,0.82999998331070,0.86000001430511,0.86000001430511,4478198,0,1,investing
SOXL,2011-01-06,0.87000000476837,0.91000002622604,0.87000000476837,0.91000002622604,0.91000002622604,9805391,0,1,investing
SOXL,2011-01-07,0.92000001668930,0.93000000715256,0.87000000476837,0.92000001668930,0.92000001668930,21935890,0,1,investing
SOXL,2011-01-10,0.91000002622604,0.94999998807907,0.89999997615814,0.94999998807907,0.94999998807907,9956890,0,1,investing
SOXL,2011-01-11,0.95999997854233,0.95999997854233,0.93999999761581,0.95999997854233,0.95999997854233,9999010,0,1,investing
SOXL,2011-01-12,0.97000002861023,1.00999999046326,0.95999997854233,1.00999999046326,1.00999999046326,9706451,0,1,investing
SOXL,2011-01-13,1.00999999046326,1.02999997138977,0.99000000953674,1.00999999046326,1.00999999046326,8447538,0,1,investing
SOXL,2011-01-14,1.01999998092651,1.09000003337860,1.01999998092651,1.09000003337860,1.09000003337860,18049830,0,1,investing
SOXL,2011-01-18,1.08000004291534,1.09000003337860,1.05999994277954,1.08000004291534,1.08000004291534,13840551,0,1,investing
SOXL,2011-01-19,1.04999995231628,1.05999994277954,1.00000000000000,1.00000000000000,1.00000000000000,14759926,0,1,investing
SOXL,2011-01-20,0.98000001907349,0.98000001907349,0.93000000715256,0.97000002861023,0.97000002861023,18717806,0,1,investing
SOXL,2011-01-21,1.00000000000000,1.00000000000000,0.94999998807907,0.94999998807907,0.94999998807907,12573537,0,1,investing
SOXL,2011-01-24,0.95999997854233,1.01999998092651,0.95999997854233,1.01999998092651,1.01999998092651,12990715,0,1,investing
SOXL,2011-01-25,1.00999999046326,1.01999998092651,0.97000002861023,1.00000000000000,1.00000000000000,13023595,0,1,investing
SOXL,2011-01-26,1.01999998092651,1.02999997138977,0.99000000953674,1.02999997138977,1.02999997138977,16429838,0,1,investing
SOXL,2011-01-27,1.04999995231628,1.09000003337860,1.04999995231628,1.08000004291534,1.08000004291534,19853840,0,1,investing
SOXL,2011-01-28,1.10000002384186,1.10000002384186,0.97000002861023,0.99000000953674,0.99000000953674,36165300,0,1,investing
SOXL,2011-01-31,1.00000000000000,1.01999998092651,0.97000002861023,1.00999999046326,1.00999999046326,12251399,0,1,investing
SOXL,2011-02-01,1.03999996185303,1.09000003337860,1.02999997138977,1.08000004291534,1.08000004291534,22263608,0,1,investing
SOXL,2011-02-02,1.07000005245209,1.11000001430511,1.05999994277954,1.10000002384186,1.10000002384186,18424768,0,1,investing
SOXL,2011-02-03,1.10000002384186,1.10000002384186,1.05999994277954,1.10000002384186,1.10000002384186,10442648,0,1,investing
SOXL,2011-02-04,1.11000001430511,1.16999995708466,1.10000002384186,1.15999996662140,1.15999996662140,16865256,0,1,investing
SOXL,2011-02-07,1.17999994754791,1.19000005722046,1.13999998569489,1.14999997615814,1.14999997615814,21184754,0,1,investing
SOXL,2011-02-08,1.14999997615814,1.15999996662140,1.12000000476837,1.14999997615814,1.14999997615814,8290279,0,1,investing
SOXL,2011-02-09,1.12999999523163,1.14999997615814,1.11000001430511,1.12999999523163,1.12999999523163,12271379,0,1,investing
SOXL,2011-02-10,1.09000003337860,1.13999998569489,1.08000004291534,1.13999998569489,1.13999998569489,12338758,0,1,investing
SOXL,2011-02-11,1.12999999523163,1.16999995708466,1.11000001430511,1.15999996662140,1.15999996662140,8431638,0,1,investing
SOXL,2011-02-14,1.17999994754791,1.22000002861023,1.16999995708466,1.19000005722046,1.19000005722046,15355963,0,1,investing
SOXL,2011-02-15,1.19000005722046,1.19000005722046,1.13999998569489,1.15999996662140,1.15999996662140,14458728,0,1,investing
SOXL,2011-02-16,1.17999994754791,1.20000004768372,1.16999995708466,1.19000005722046,1.19000005722046,10155009,0,1,investing
SOXL,2011-02-17,1.17999994754791,1.25000000000000,1.17999994754791,1.24000000953674,1.24000000953674,15249944,0,1,investing
SOXL,2011-02-18,1.25999999046326,1.25999999046326,1.22000002861023,1.23000001907349,1.23000001907349,13466093,0,1,investing
SOXL,2011-02-22,1.16999995708466,1.16999995708466,1.08000004291534,1.08000004291534,1.08000004291534,40829256,0,1,investing
SOXL,2011-02-23,1.09000003337860,1.09000003337860,0.98000001907349,1.02999997138977,1.02999997138977,35841300,0,1,investing
SOXL,2011-02-24,1.03999996185303,1.08000004291534,1.01999998092651,1.08000004291534,1.08000004291534,41212232,0,1,investing
SOXL,2011-02-25,1.11000001430511,1.15999996662140,1.11000001430511,1.15999996662140,1.15999996662140,38142048,0,1,investing
SOXL,2011-02-28,1.17999994754791,1.17999994754791,1.09000003337860,1.12000000476837,1.12000000476837,38631468,0,1,investing
SOXL,2011-03-01,1.13999998569489,1.13999998569489,1.04999995231628,1.05999994277954,1.05999994277954,37808572,0,1,investing
SOXL,2011-03-02,1.04999995231628,1.13999998569489,1.04999995231628,1.10000002384186,1.10000002384186,51740680,0,1,investing
SOXL,2011-03-03,1.13999998569489,1.16999995708466,1.13999998569489,1.15999996662140,1.15999996662140,33471972,0,1,investing
SOXL,2011-03-04,1.15999996662140,1.15999996662140,1.10000002384186,1.12999999523163,1.12999999523163,31512982,0,1,investing
SOXL,2011-03-07,1.12999999523163,1.13999998569489,1.00000000000000,1.02999997138977,1.02999997138977,50537448,0,1,investing
SOXL,2011-03-08,1.03999996185303,1.07000005245209,1.00999999046326,1.03999996185303,1.03999996185303,26668306,0,1,investing
SOXL,2011-03-09,1.01999998092651,1.01999998092651,0.93999999761581,0.94999998807907,0.94999998807907,66861024,0,1,investing
SOXL,2011-03-10,0.89999997615814,0.92000001668930,0.87000000476837,0.87999999523163,0.87999999523163,60900656,0,1,investing
SOXL,2011-03-11,0.86000001430511,0.91000002622604,0.86000001430511,0.89999997615814,0.89999997615814,37686292,0,1,investing
SOXL,2011-03-14,0.88999998569489,0.93000000715256,0.87999999523163,0.88999998569489,0.88999998569489,37524652,0,1,investing
SOXL,2011-03-15,0.80000001192093,0.87999999523163,0.77999997138977,0.86000001430511,0.86000001430511,39847300,0,1,investing
SOXL,2011-03-16,0.87000000476837,0.88999998569489,0.79000002145767,0.81000000238419,0.81000000238419,35273704,0,1,investing
SOXL,2011-03-17,0.83999997377396,0.87000000476837,0.82999998331070,0.83999997377396,0.83999997377396,37565212,0,1,investing
SOXL,2011-03-18,0.87999999523163,0.87999999523163,0.82999998331070,0.83999997377396,0.83999997377396,32295258,0,1,investing
SOXL,2011-03-21,0.87000000476837,0.91000002622604,0.87000000476837,0.88999998569489,0.88999998569489,39528044,0,1,investing
SOXL,2011-03-22,0.88999998569489,0.88999998569489,0.86000001430511,0.87000000476837,0.87000000476837,24155100,0,1,investing
SOXL,2011-03-23,0.86000001430511,0.89999997615814,0.83999997377396,0.88999998569489,0.88999998569489,25233834,0,1,investing
SOXL,2011-03-24,0.92000001668930,0.95999997854233,0.91000002622604,0.95999997854233,0.95999997854233,44677816,0,1,investing
SOXL,2011-03-25,0.97000002861023,0.98000001907349,0.94999998807907,0.94999998807907,0.94999998807907,31552942,0,1,investing
SOXL,2011-03-28,0.95999997854233,0.98000001907349,0.94999998807907,0.94999998807907,0.94999998807907,22825686,0,1,investing
SOXL,2011-03-29,0.94999998807907,0.98000001907349,0.92000001668930,0.98000001907349,0.98000001907349,29965110,0,1,investing
SOXL,2011-03-30,1.00000000000000,1.00999999046326,0.95999997854233,0.98000001907349,0.98000001907349,29821710,0,1,investing
SOXL,2011-03-31,0.97000002861023,0.99000000953674,0.94999998807907,0.95999997854233,0.95999997854233,20992216,0,1,investing
SOXL,2011-04-01,0.98000001907349,0.98000001907349,0.91000002622604,0.92000001668930,0.92000001668930,33948492,0,1,investing
SOXL,2011-04-04,0.93000000715256,0.93999999761581,0.87999999523163,0.89999997615814,0.89999997615814,27418362,0,1,investing
SOXL,2011-04-05,0.93999999761581,0.98000001907349,0.93999999761581,0.95999997854233,0.95999997854233,44281580,0,1,investing
SOXL,2011-04-06,0.99000000953674,1.00999999046326,0.98000001907349,1.00999999046326,1.00999999046326,30036630,0,1,investing
SOXL,2011-04-07,1.00999999046326,1.00999999046326,0.95999997854233,0.99000000953674,0.99000000953674,20037800,0,1,investing
SOXL,2011-04-08,1.00999999046326,1.01999998092651,0.94999998807907,0.97000002861023,0.97000002861023,20497278,0,1,investing
SOXL,2011-04-11,0.97000002861023,0.97000002861023,0.93000000715256,0.93999999761581,0.93999999761581,18588748,0,1,investing
